Name,Resource type,Project Id,Display name,Status,Folders,Organization,Parent asset type,Parent full resource name,KMS keys,Description,Location,Labels,Network tags,Additional attributes
"//serviceusage.googleapis.com/projects/547930980917/services/policyanalyzer.googleapis.com","serviceusage.Service","smart-ga4","policyanalyzer.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/gkehub.googleapis.com","serviceusage.Service","smart-ga4","gkehub.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/sql-component.googleapis.com","serviceusage.Service","smart-ga4","sql-component.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/firebaseinstallations.googleapis.com","serviceusage.Service","smart-ga4","firebaseinstallations.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/analyticsreporting.googleapis.com","serviceusage.Service","smart-ga4","analyticsreporting.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/identitytoolkit.googleapis.com","serviceusage.Service","smart-ga4","identitytoolkit.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/actions.googleapis.com","serviceusage.Service","smart-ga4","actions.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/admin.googleapis.com","serviceusage.Service","smart-ga4","admin.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/fcmregistrations.googleapis.com","serviceusage.Service","smart-ga4","fcmregistrations.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/logging.googleapis.com","serviceusage.Service","smart-ga4","logging.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/securetoken.googleapis.com","serviceusage.Service","smart-ga4","securetoken.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/gkeconnect.googleapis.com","serviceusage.Service","smart-ga4","gkeconnect.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/googlecloudmessaging.googleapis.com","serviceusage.Service","smart-ga4","googlecloudmessaging.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/fcm.googleapis.com","serviceusage.Service","smart-ga4","fcm.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
