Name,Resource type,Project Id,Display name,Status,Folders,Organization,Parent asset type,Parent full resource name,KMS key,Description,Location,Labels,Network tags,Additional attributes
"//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999/tables/events_20221227","bigquery.Table","gtm-kqqwvx2-zgi2z","events_20221227",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999",,,"US",,,
"//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999/tables/events_20221226","bigquery.Table","gtm-kqqwvx2-zgi2z","events_20221226",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999",,,"US",,,
"//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999/tables/events_20221220","bigquery.Table","gtm-kqqwvx2-zgi2z","events_20221220",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999",,,"US",,,
"//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999/tables/events_20221219","bigquery.Table","gtm-kqqwvx2-zgi2z","events_20221219",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999",,,"US",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/firebasedynamiclinks.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","firebasedynamiclinks.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//bigquery.googleapis.com/projects/gtm-kqqwvx2-zgi2z/datasets/analytics_270435999","bigquery.Dataset","gtm-kqqwvx2-zgi2z","analytics_270435999",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"US",,,
"//iam.googleapis.com/projects/gtm-kqqwvx2-zgi2z/serviceAccounts/116295715189059076314/keys/47568afa61d52017767a5fe4e0bf01c166c2af86","iam.ServiceAccountKey","gtm-kqqwvx2-zgi2z","projects/gtm-kqqwvx2-zgi2z/serviceAccounts/gtm-kqqwvx2-zgi2z@appspot.gserviceaccount.com/keys/47568afa61d52017767a5fe4e0bf01c166c2af86",,,,"iam.googleapis.com/ServiceAccount","//iam.googleapis.com/projects/gtm-kqqwvx2-zgi2z/serviceAccounts/gtm-kqqwvx2-zgi2z@appspot.gserviceaccount.com",,,,,,
"//iam.googleapis.com/projects/gtm-kqqwvx2-zgi2z/serviceAccounts/116045198204599136753/keys/ab64921018dccee27692be7bae3b6354b9fe2426","iam.ServiceAccountKey","gtm-kqqwvx2-zgi2z","projects/gtm-kqqwvx2-zgi2z/serviceAccounts/firebase-adminsdk-8x08b@gtm-kqqwvx2-zgi2z.iam.gserviceaccount.com/keys/ab64921018dccee27692be7bae3b6354b9fe2426",,,,"iam.googleapis.com/ServiceAccount","//iam.googleapis.com/projects/gtm-kqqwvx2-zgi2z/serviceAccounts/firebase-adminsdk-8x08b@gtm-kqqwvx2-zgi2z.iam.gserviceaccount.com",,,,,,
"//cloudbilling.googleapis.com/projects/gtm-kqqwvx2-zgi2z/billingInfo","cloudbilling.ProjectBillingInfo","gtm-kqqwvx2-zgi2z","projects/gtm-kqqwvx2-zgi2z/billingInfo","CLOSED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//apikeys.googleapis.com/projects/1049906149317/locations/global/keys/2afb5ec5-c116-47ce-92f9-033e4228921e","apikeys.Key","gtm-kqqwvx2-zgi2z","API key 7",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,,,
"//apikeys.googleapis.com/projects/1049906149317/locations/global/keys/2d12190c-3673-46a8-8c14-46ef881259c8","apikeys.Key","gtm-kqqwvx2-zgi2z","API key 6",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,,,
"//apikeys.googleapis.com/projects/1049906149317/locations/global/keys/17a51bf3-f362-4d54-a333-88f5704d6c5b","apikeys.Key","gtm-kqqwvx2-zgi2z","API key 5",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,,,
"//apikeys.googleapis.com/projects/1049906149317/locations/global/keys/cbef8657-5b0b-494a-9d5a-550ba80a55df","apikeys.Key","gtm-kqqwvx2-zgi2z","API key 4",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,,,
"//apikeys.googleapis.com/projects/1049906149317/locations/global/keys/23d77013-edc3-42d6-98e6-9e9140a8da89","apikeys.Key","gtm-kqqwvx2-zgi2z","API key 3",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,,,
"//apikeys.googleapis.com/projects/1049906149317/locations/global/keys/2fa61443-6c69-410a-b0ac-23b5778a3c9f","apikeys.Key","gtm-kqqwvx2-zgi2z","API key 2 dimvy ",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,,,
"//iam.googleapis.com/projects/gtm-kqqwvx2-zgi2z/serviceAccounts/firebase-adminsdk-8x08b@gtm-kqqwvx2-zgi2z.iam.gserviceaccount.com","iam.ServiceAccount","gtm-kqqwvx2-zgi2z","firebase-adminsdk","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,"Firebase Admin SDK Service Agent",,,,"{email:firebase-adminsdk-8x08b@gtm-kqqwvx2-zgi2z.iam.gserviceaccount.com,uniqueId:116045198204599136753}"
"//storage.googleapis.com/staging.gtm-kqqwvx2-zgi2z.appspot.com","storage.Bucket","gtm-kqqwvx2-zgi2z","staging.gtm-kqqwvx2-zgi2z.appspot.com",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"us",,,
"//storage.googleapis.com/gtm-kqqwvx2-zgi2z.appspot.com","storage.Bucket","gtm-kqqwvx2-zgi2z","gtm-kqqwvx2-zgi2z.appspot.com",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"us",,,
"//apikeys.googleapis.com/projects/1049906149317/locations/global/keys/c059cd59-d125-40bf-a924-c4e4fa5ca86e","apikeys.Key","gtm-kqqwvx2-zgi2z","Browser key (auto created by Firebase)",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,,,
"//serviceusage.googleapis.com/projects/1049906149317/services/iap.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","iap.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//appengine.googleapis.com/apps/gtm-kqqwvx2-zgi2z/services/default/versions/testing","appengine.Version","gtm-kqqwvx2-zgi2z","testing","SERVING",,,"appengine.googleapis.com/Service","//appengine.googleapis.com/apps/gtm-kqqwvx2-zgi2z/services/default",,,,,,"{versionUrl:https://testing-dot-gtm-kqqwvx2-zgi2z.appspot.com}"
"//storage.googleapis.com/us.artifacts.gtm-kqqwvx2-zgi2z.appspot.com","storage.Bucket","gtm-kqqwvx2-zgi2z","us.artifacts.gtm-kqqwvx2-zgi2z.appspot.com",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"us",,,
"//iam.googleapis.com/projects/gtm-kqqwvx2-zgi2z/serviceAccounts/gtm-kqqwvx2-zgi2z@appspot.gserviceaccount.com","iam.ServiceAccount","gtm-kqqwvx2-zgi2z","App Engine default service account","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,,,"{email:gtm-kqqwvx2-zgi2z@appspot.gserviceaccount.com,uniqueId:116295715189059076314}"
"//firestore.googleapis.com/projects/1049906149317/databases/(default)","firestore.Database","gtm-kqqwvx2-zgi2z","(default)",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"nam5",,,
"//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z","cloudresourcemanager.Project","gtm-kqqwvx2-zgi2z","GTM-KQQWVX2","ACTIVE",,,,,,,"global","{firebase:enabled,products:,revenue:enabled}",,"{projectId:gtm-kqqwvx2-zgi2z}"
"//serviceusage.googleapis.com/projects/1049906149317/services/stackdriver.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","stackdriver.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/serviceusage.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","serviceusage.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/googlecloudmessaging.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","googlecloudmessaging.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/firebaseappcheck.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","firebaseappcheck.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/meshca.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","meshca.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/storage.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","storage.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/cloudresourcemanager.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","cloudresourcemanager.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/firebaseremoteconfig.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","firebaseremoteconfig.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/clouddebugger.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","clouddebugger.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/testing.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","testing.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/bigquerystorage.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","bigquerystorage.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/servicemanagement.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","servicemanagement.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/cloudtrace.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","cloudtrace.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/websecurityscanner.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","websecurityscanner.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/fcm.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","fcm.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/geolocation.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","geolocation.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/storage-component.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","storage-component.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/pubsub.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","pubsub.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/monitoring.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","monitoring.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/dlp.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","dlp.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//firebase.googleapis.com/projects/1049906149317","firebase.FirebaseProject","gtm-kqqwvx2-zgi2z","GTM-KQQWVX2","ACTIVE",,,,"//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,,"{firebase:enabled}",,
"//serviceusage.googleapis.com/projects/1049906149317/services/storage-api.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","storage-api.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/securetoken.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","securetoken.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/firebaseinstallations.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","firebaseinstallations.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
"//serviceusage.googleapis.com/projects/1049906149317/services/cloudapis.googleapis.com","serviceusage.Service","gtm-kqqwvx2-zgi2z","cloudapis.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/gtm-kqqwvx2-zgi2z",,,"global",,,
